priority_rank,canonical_playerId,playerName,raw_minutes,gamesPlayed,starts,goals,raw_goalAssists,nationality,raw_position_DO_NOT_IMPORT,raw_team_label_DO_NOT_IMPORT,research_tier,recovery_status,next_route
105,6251,Abdoulaye Méité,855.0,10.0,10.0,,,Cote d’Ivoire,Defender,Newport County,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
106,57069,Somen Tchoyi,814.0,23.0,7.0,6.0,1.0,Cameroon,Midfielder,West Bromwich Albion,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
107,7545,Steven Caldwell,812.0,10.0,8.0,,,Scotland,Defender,Wigan Athletic,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
108,7941,Martin Jiránek,785.0,10.0,10.0,,1.0,Czech Republic,Defender,Birmingham City,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
109,49997,Freddie Sears,761.0,11.0,9.0,1.0,,England,Forward,Maldon & Tiptree,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
110,16005,Leon Best,750.0,11.0,9.0,6.0,,Ireland,Forward,Charlton Athletic,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
111,9602,Christian Poulsen,744.0,12.0,9.0,,,Denmark,Midfielder,FC København,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
112,53069,Pablo Barrera,744.0,14.0,6.0,,,Mexico,Midfielder,West Ham United,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
113,14422,Manuel Almunia,720.0,8.0,8.0,,,Spain,Goalkeeper,Arsenal,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
114,1710,Robbie Keane,708.0,16.0,7.0,2.0,,Ireland,Forward,West Ham United,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
115,1710,Robbie Keane,708.0,16.0,7.0,2.0,,Ireland,Forward,West Ham United,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
116,19701,Emmanuel Eboué,705.0,13.0,8.0,1.0,,Cote d’Ivoire,Defender,Sunderland,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
117,3021,Brett Ormerod,702.0,19.0,6.0,1.0,2.0,England,Forward,Blackpool,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
118,15935,Pablo Ibáñez,702.0,10.0,8.0,1.0,,Spain,Defender,West Bromwich Albion,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
119,13239,Yakubu,669.0,14.0,7.0,1.0,1.0,Nigeria,Forward,Coventry City,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
120,1343,Marlon Harewood,660.0,16.0,7.0,5.0,1.0,England,Forward,Hartlepool United,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
121,11991,Benjani,657.0,18.0,6.0,3.0,,Zimbabwe,Forward,Blackburn Rovers,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
122,17526,Radoslav Kovác,628.0,13.0,7.0,,,Czech Republic,Defender,Sparta Prague,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
123,28440,Denilson,621.0,16.0,6.0,,,Brazil,Midfielder,Arsenal,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
124,37753,Julien Faubert,612.0,9.0,7.0,,,France,Defender,Bordeaux,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
125,18689,Yuri Zhirkov,605.0,12.0,6.0,,2.0,Russia,Midfielder,Zenit St Petersburg,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
126,999,Alan Smith,579.0,11.0,7.0,,,England,Midfielder,Notts County,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
127,3665,Fábio Aurélio,564.0,14.0,7.0,,,Brazil,Defender,Liverpool,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
128,5053,Roque Santa Cruz,564.0,10.0,7.0,,,Paraguay,Forward,Manchester City,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
129,5053,Roque Santa Cruz,564.0,10.0,7.0,,,Paraguay,Forward,Manchester City,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
130,40660,Adam Hammill,544.0,10.0,7.0,,1.0,England,Midfielder,Scunthorpe United,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
131,14791,Sulley Muntari,538.0,9.0,7.0,1.0,2.0,Ghana,Midfielder,Milan,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
132,19958,David Wheater,535.0,7.0,5.0,,,England,Defender,Oldham Athletic,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
133,11529,Diomansy Kamara,535.0,10.0,7.0,2.0,,Senegal,Forward,Fulham,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
134,1863,Jonathan Greening,528.0,10.0,6.0,,2.0,England,Midfielder,York City,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
135,14489,Danny Pugh,521.0,10.0,5.0,,,England,Defender,Port Vale,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
136,32275,Cristian Riveros,497.0,12.0,5.0,1.0,,Paraguay,Midfielder,Sunderland,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
137,80954,Rodrigo,494.0,17.0,4.0,1.0,1.0,Spain,Forward,Leeds United,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
138,16815,David Carney,490.0,11.0,5.0,,,Australia,Defender,Blackpool,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
139,1593,Patrick Vieira,487.0,15.0,4.0,2.0,,France,Midfielder,Manchester City,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
140,1972,Kevin Phillips,485.0,14.0,5.0,1.0,,England,Forward,Birmingham City,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
141,1310,Eidur Gudjohnsen,472.0,14.0,4.0,,1.0,Iceland,Forward,Molde,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
142,1310,Eidur Gudjohnsen,472.0,14.0,4.0,,1.0,Iceland,Forward,Molde,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
143,17744,Matt Derbyshire,461.0,13.0,4.0,,,England,Forward,Bradford City,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
144,41106,Milan Jovanovic,461.0,10.0,5.0,,,Serbia,Forward,Liverpool,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
145,10135,Tomasz Kuszczak,450.0,5.0,5.0,,,Poland,Goalkeeper,Birmingham City,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
146,1938,James Beattie,433.0,9.0,5.0,,3.0,England,Forward,Blackpool,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
147,39800,Ludovic Sylvestre,429.0,8.0,6.0,,,France,Midfielder,Blackpool,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
148,11269,David Murphy,420.0,10.0,3.0,,,England,Defender,Birmingham City,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
149,1886,Sol Campbell,406.0,7.0,4.0,,,England,Defender,Newcastle United,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
150,7907,Stuart Parnaby,405.0,5.0,5.0,,,England,Defender,Hartlepool United,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
151,50113,Zavon Hines,402.0,9.0,4.0,,,England,Forward,Bromley,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
152,38401,Carlos Vela,377.0,12.0,3.0,3.0,1.0,Mexico,Forward,Los Angeles Football Club,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
153,38401,Carlos Vela,377.0,12.0,3.0,3.0,1.0,Mexico,Forward,Los Angeles Football Club,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
154,28097,Niko Kranjcar,368.0,13.0,2.0,2.0,,Croatia,Midfielder,Dynamo Kyiv,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
155,59325,Gaël Kakuta,351.0,12.0,3.0,1.0,,DR Congo,Midfielder,Sakaryaspor,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
156,59325,Gaël Kakuta,351.0,12.0,3.0,1.0,,DR Congo,Midfielder,Sakaryaspor,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
157,80235,Dedryck Boyata,347.0,7.0,5.0,,,Belgium,Defender,Club Brugge,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
158,39461,Jô,342.0,12.0,3.0,,,Brazil,Forward,Manchester City,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
159,5543,Chris Kirkland,332.0,4.0,4.0,,,England,Goalkeeper,Bury,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
160,45175,Ádám Bogdán,321.0,4.0,3.0,,,Hungary,Goalkeeper,Ferencváros,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
161,1307,Ricardo Gardner,321.0,5.0,3.0,,1.0,Jamaica,Midfielder,Bolton Wanderers,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
162,18621,Tamir Cohen,320.0,8.0,3.0,1.0,,Israel,Midfielder,Bolton Wanderers,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
163,9765,Ivan Klasnic,311.0,22.0,,4.0,1.0,Croatia,Forward,Bolton Wanderers,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
164,13524,Vince Grella,310.0,5.0,4.0,,,Australia,Midfielder,Blackburn Rovers,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
165,20568,Giles Barnes,307.0,14.0,1.0,,,Jamaica,Midfielder,West Bromwich Albion,C — MEDIUM,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
166,14934,Obafemi Martins,250.0,4.0,3.0,,,Nigeria,Forward,Birmingham City,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
167,3884,Robert Pirès,248.0,9.0,2.0,,,France,Midfielder,Aston Villa,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
168,7670,Keith Andrews,225.0,5.0,2.0,,,Ireland,Midfielder,MK Dons,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
169,15540,Eddie Johnson,213.0,11.0,1.0,,,United States,Forward,Fulham,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
170,8411,Andy Reid,202.0,7.0,2.0,,,Ireland,Midfielder,Nottingham Forest,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
171,6808,Habib Beye,181.0,3.0,2.0,,,Senegal,Defender,Aston Villa,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
172,20293,Sergei Kornilenko,179.0,6.0,3.0,,,Belarus,Forward,Blackpool,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
173,44528,Steven Mouyokolo,158.0,4.0,2.0,,,France,Defender,Wolverhampton Wanderers,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
174,20673,Roman Bednár,128.0,4.0,1.0,,,Czech Republic,Forward,West Bromwich Albion,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
175,8379,Paul Rachubka,124.0,2.0,1.0,,,United States,Goalkeeper,Bury,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
176,40386,Chris Basham,120.0,2.0,1.0,,1.0,England,Defender,Sheffield United,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
177,86168,Rubén Rochina,117.0,4.0,1.0,,,Spain,Midfielder,Granada CF,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
178,39233,Gianni Zuiverloon,116.0,2.0,1.0,,,Netherlands,Defender,West Bromwich Albion,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
179,77453,Jeffrey Bruma,108.0,2.0,1.0,,,Netherlands,Defender,VfL Wolfsburg,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
180,15410,Rob Edwards,106.0,2.0,1.0,,,Wales,Defender,Blackpool,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
181,2053,Jason Euell,105.0,3.0,1.0,,,Jamaica,Forward,Blackpool,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
182,20493,Ishmael Miller,96.0,6.0,,,,England,Forward,Tranmere Rovers,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
183,4105,Jens Lehmann,90.0,1.0,1.0,,,Germany,Goalkeeper,Arsenal,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
184,39196,Ruud Boffin,90.0,1.0,1.0,,,Belgium,Goalkeeper,West Ham United,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
185,87860,Josh Morris,83.0,4.0,,,1.0,England,Midfielder,Salford City,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
186,84374,Bebé,75.0,2.0,,,,Cape Verde,Forward,Racing Ferrol,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
187,48730,Piscu,69.0,1.0,1.0,,,Spain,Defender,Wigan Athletic,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
188,92488,Jason Lowe,66.0,1.0,,,,England,Midfielder,Tranmere Rovers,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
189,38159,Herold Goulon,57.0,4.0,1.0,,,France,Midfielder,Blackburn Rovers,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
190,18004,Colin Doyle,49.0,1.0,,,,Ireland,Goalkeeper,Bradford City,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
191,40545,Kazenga LuaLua,47.0,2.0,,,,DR Congo,Forward,Charlton Athletic,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
192,1615,Robbie Blake,43.0,8.0,,1.0,,England,Midfielder,Bolton Wanderers,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
193,19410,Andy Keogh,40.0,1.0,,,,Ireland,Forward,Wolverhampton Wanderers,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
194,56996,Amine Linganzi,38.0,1.0,,,,Congo,Midfielder,Salford City,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
195,27498,Ishmel Demontagnac,33.0,1.0,,,,England,Midfielder,Blackpool,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
196,37368,Michael Bradley,28.0,3.0,,,,United States,Midfielder,Aston Villa,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
197,2521,Mike Pollitt,28.0,1.0,,,,England,Goalkeeper,Wigan Athletic,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
198,75996,Jordan Cook,27.0,3.0,,,,England,Forward,Hartlepool United,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
199,37417,Bjørn Helge Riise,26.0,3.0,,,,Norway,Midfielder,Fulham,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
200,11535,Michael Tonge,25.0,2.0,,,,England,Midfielder,Port Vale,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
201,59968,Mark Halstead,24.0,1.0,,,,England,Goalkeeper,Torquay United,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
202,7799,Shefki Kuqi,23.0,6.0,,,,Finland,Forward,Newcastle United,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
203,14927,Greg Halford,20.0,2.0,,,,England,Defender,Southend United,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
204,56006,Ryan McGivern,20.0,1.0,,,,Northern Ireland,Defender,Swindon Town,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
205,20085,Xisco,18.0,2.0,,,1.0,Spain,Forward,Newcastle United,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
206,50117,Rafik Halliche,14.0,1.0,,,,Algeria,Defender,Fulham,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
207,1450,Marcus Bent,12.0,3.0,,,,England,Forward,Birmingham City,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
208,54662,Geoffrey Mujangi Bia,11.0,1.0,,,1.0,Belgium,Midfielder,Akhisarspor,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
209,5043,Owen Hargreaves,10.0,1.0,1.0,,,England,Midfielder,Manchester City,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
210,56865,Jay Emmanuel-Thomas,9.0,1.0,,,,England,Forward,Braintree Town,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
211,43016,Daniel Pacheco,4.0,1.0,,,,Spain,Forward,Liverpool,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
212,46967,Kagisho Dikgacoi,4.0,1.0,,,,South Africa,Midfielder,Cardiff City,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
213,70755,Frank Nouble,2.0,2.0,,,,England,Forward,Gateshead,D — LOW EXPOSURE,UNRESOLVED FPL-NATIVE HISTORY,Older contemporaneous FPL archive / FPLA / preserved official JSON; do not repeat May-2013 or later-carrier sweeps
